hour,heat_demand_mw,price_eur_per_mwh,p_ch_mw,p_dis_mw,level_mwh,elec_to_heater_mw,heater_heat_mw,boiler_heat_mw,unmet_heat_mw,electricity_cost_eur,fuel_cost_eur,carbon_cost_eur,penalty_cost_eur,emissions_tco2,heat_balance_residual_mw
8412,10.0,46.644494468254564,4.85,0.0,53.75945744818224,15.0,14.85,0.0,0.0,699.6674170238184,0.0,0.0,0.0,0.0,0.0
8413,10.0,68.73878995431379,0.0,9.200723419325824,44.020725970391084,0.0,0.0,0.7992765806741762,0.0,0.0,31.971063226967047,12.916309543694688,0.0,0.1614538692961836,0.0
8414,10.0,63.80479404761254,0.0,9.200682115185877,34.29177670211977,0.0,0.0,0.7993178848141227,0.0,0.0,31.972715392564908,12.91697701859622,0.0,0.16146221273245276,0.0
8415,10.0,59.41329586955608,0.0,9.19792503888063,24.575458568701197,0.0,0.0,0.80207496111937,0.0,0.0,32.0829984447748,12.961531371689022,0.0,0.16201914214611277,0.0
8416,10.0,81.2031175759749,0.0,9.052563571537448,15.021868824303604,0.0,0.0,0.9474364284625523,0.0,0.0,37.89745713850209,15.310572683954843,0.0,0.19138215854943555,0.0
8417,10.0,88.11641043868437,0.0,7.904003898096706,6.686842852219611,0.0,0.0,2.095996101903294,0.0,0.0,83.83984407613177,33.87129700675723,0.0,0.42339121258446544,0.0
8418,10.0,81.5686243061227,0.0,4.409465922350267,2.0386129332092153,0.0,0.0,5.590534077649733,0.0,0.0,223.6213631059893,90.34303069481967,0.0,1.129287883685246,0.0
8419,10.0,94.61826624715175,0.0,1.3447530297557548,0.6210448152699484,0.0,0.0,8.655246970244246,0.0,0.0,346.20987880976986,139.868791039147,0.0,1.7483598879893376,0.0
8420,10.0,91.81944770204812,0.0,0.41010922708767666,0.18872984720449248,0.0,0.0,9.589890772912323,0.0,0.0,383.59563091649295,154.97263489026315,0.0,1.9371579361282893,0.0
8421,10.0,84.77019945224589,0.0,0.1250714214332907,0.056886989532771465,0.0,0.0,9.87492857856671,0.0,0.0,394.9971431426684,159.57884582963803,0.0,1.9947355728704754,0.0
8422,10.0,77.3728289801289,0.0,0.038143598854959423,0.01667894585380772,0.0,0.0,9.96185640114504,0.0,0.0,398.4742560458016,160.98359944250382,0.0,2.012294993031298,0.0
8423,10.0,77.39736243877671,0.0,0.011633268687135406,0.004416720921495591,0.0,0.0,9.988366731312865,0.0,0.0,399.5346692525146,161.4120063780159,0.0,2.0176500797251986,0.0
8424,10.0,67.12203394669113,0.0,0.0035484278989775684,0.0006771169384924445,0.0,0.0,9.996451572101023,0.0,0.0,399.8580628840409,161.54265740515254,0.0,2.0192832175644067,0.0
8425,10.0,63.915134993803,0.0,0.0006426178304762546,0.0,0.0,0.0,9.999357382169524,0.0,0.0,399.97429528678094,161.58961529585952,0.0,2.019870191198244,0.0
8426,10.0,51.85084155374297,0.0,0.0,-0.0,10.1010101010101,10.0,0.0,0.0,523.745874280232,0.0,0.0,0.0,0.0,0.0
8427,10.0,46.72529346226247,4.85,0.0,4.607499999999999,15.0,14.85,0.0,0.0,700.8794019339371,0.0,0.0,0.0,0.0,0.0
8428,10.0,42.48136013158986,4.85,0.0,9.210392499999998,15.0,14.85,0.0,0.0,637.2204019738479,0.0,0.0,0.0,0.0,0.0
8429,10.0,43.552924622041395,4.85,0.0,13.808682107499997,15.0,14.85,0.0,0.0,653.293869330621,0.0,0.0,0.0,0.0,0.0
8430,10.0,33.993019284908264,4.85,0.0,18.402373425392497,15.0,14.85,0.0,0.0,509.895289273624,0.0,0.0,0.0,0.0,0.0
8431,10.0,30.56967776616548,4.85,0.0,22.991471051967103,15.0,14.85,0.0,0.0,458.5451664924822,0.0,0.0,0.0,0.0,0.0
8432,10.0,42.2598371958424,4.85,0.0,27.575979580915135,15.0,14.85,0.0,0.0,633.8975579376361,0.0,0.0,0.0,0.0,0.0
8433,10.0,34.637141945056776,4.85,0.0,32.15590360133422,15.0,14.85,0.0,0.0,519.5571291758516,0.0,0.0,0.0,0.0,0.0
8434,10.0,50.8746324934513,0.0,0.0,32.12374769773288,10.1010101010101,10.0,0.0,0.0,513.8851767015283,0.0,0.0,0.0,0.0,0.0
8435,10.0,46.61796145046174,4.85,0.0,36.69912395003515,15.0,14.85,0.0,0.0,699.2694217569261,0.0,0.0,0.0,0.0,0.0
8436,10.0,50.339254968189294,0.0,0.0,36.662424826085115,10.1010101010101,10.0,0.0,0.0,508.47732291100294,0.0,0.0,0.0,0.0,0.0
8437,10.0,55.98591711690455,0.0,9.198596854262789,26.943028870456097,0.0,0.0,0.8014031457372113,0.0,0.0,32.05612582948845,12.950674835113334,0.0,0.16188343543891667,0.0
8438,10.0,68.10539809555264,0.0,9.092737102803126,17.344783628108665,0.0,0.0,0.9072628971968744,0.0,0.0,36.290515887874975,14.66136841870149,0.0,0.18326710523376863,0.0
8439,10.0,72.30044454132006,0.0,8.267992901571926,8.624288421773267,0.0,0.0,1.732007098428074,0.0,0.0,69.28028393712296,27.989234710597675,0.0,0.34986543388247093,0.0
8440,10.0,74.27709955302983,0.0,5.68688001742914,2.6294746413208205,0.0,0.0,4.31311998257086,0.0,0.0,172.5247993028344,69.7000189183451,0.0,0.8712502364793137,0.0
8441,10.0,86.8088855001423,0.0,1.7343253026728345,0.8012395849186216,0.0,0.0,8.265674697327166,0.0,0.0,330.6269878930866,133.573303108807,0.0,1.6696662888600875,0.0
8442,10.0,85.17715333143671,0.0,0.5289168685646628,0.24368374684458427,0.0,0.0,9.471083131435337,0.0,0.0,378.8433252574135,153.05270340399505,0.0,1.9131587925499383,0.0
8443,10.0,86.173544000499,0.0,0.16130412240974976,0.0736462500348452,0.0,0.0,9.83869587759025,0.0,0.0,393.54783510361005,158.99332538185845,0.0,1.9874165672732307,0.0
8444,10.0,88.07106946605194,0.0,0.04919346571309246,0.021790008297344614,0.0,0.0,9.950806534286908,0.0,0.0,398.03226137147635,160.80503359407643,0.0,2.0100629199259554,0.0
8445,10.0,87.72568944595321,0.0,0.015003140496079396,0.00597543881949001,0.0,0.0,9.984996859503921,0.0,0.0,399.39987438015686,161.35754924958337,0.0,2.0169693656197922,0.0
8446,10.0,83.10418886525662,0.0,0.0045761358482690135,0.0011524782772294531,0.0,0.0,9.99542386415173,0.0,0.0,399.8169545660692,161.52604964469194,0.0,2.0190756205586493,0.0
